school_name,school_code,region,district,level,ownership
GONGOLAMBOTO SECONDARY SCHOOL,S.4179,Mara,Serengeti Dc,Secondary,government
BINTIMUSA SECONDARY SCHOOL,S.4183,Dar Es Salaam,Kinondoni Mc,Secondary,government
LYCEUM SECONDARY SCHOOL,S.4186,Dar Es Salaam,Kinondoni Mc,Secondary,government
HARRISON UWATA GIRLS' SECONDARY SCHOOL,S.4193,Dar Es Salaam,Kinondoni Mc,Secondary,government
MKWEZI GIRLS' SECONDARY SCHOOL,S.4195,Dar Es Salaam,Kinondoni Mc,Secondary,government
KWELU SECONDARY SCHOOL,S.4198,Dar Es Salaam,Kinondoni Mc,Secondary,government
STEPS SECONDARY SCHOOL,S.4203,Dar Es Salaam,Ubungo Mc,Secondary,government
MARIA DE MATTIAS SECONDARY SCHOOL,S.4207,Kigoma,Uvinza Dc,Secondary,government
ELONI SECONDARY SCHOOL,S.4208,Kigoma,Uvinza Dc,Secondary,government
FOUNTAIN OF HOPE CHRISTIAN SEMINARY,S.4209,Kigoma,Kigoma Dc,Secondary,government
HANANASIF SECONDARY SCHOOL,S.4211,Kigoma,Kigoma Mc,Secondary,government
MARIAN BOYS' SECONDARY SCHOOL,S.4213,Mbeya,Busokelo Dc,Secondary,government
ALGEBRA ISLAMIC SEMINARY,S.4217,Dar Es Salaam,Ubungo Mc,Secondary,government
REV.A. BUNGWA SECONDARY SCHOOL,S.4218,Kagera,Bukoba Dc,Secondary,government
MARKAZ ISLAMIC SEMINARY,S.4224,Tanga,Lushoto Dc,Secondary,government
CHILOMBOLA SECONDARY SCHOOL,S.4232,Manyara,Babati Dc,Secondary,government
DiNoBB HIGH SCHOOL,S.4236,Kilimanjaro,Mwanga Dc,Secondary,government
ELOHIMU SECONDARY SCHOOL,S.4238,Manyara,Mbulu Tc,Secondary,government
ILOWOLA SECONDARY SCHOOL,S.4260,Dar Es Salaam,Ubungo Mc,Secondary,government
DOSA AZIZI SECONDARY SCHOOL,S.4261,Dar Es Salaam,Ubungo Mc,Secondary,government
CHRIST THE KING SECONDARY SCHOOL,S.4262,Dar Es Salaam,Ubungo Mc,Secondary,government
MKUCHIKA SECONDARY SCHOOL,S.4268,Kagera,Bukoba Mc,Secondary,government
YESPA SECONDARY SCHOOL,S.4272,Dar Es Salaam,Ubungo Mc,Secondary,government
RENEA GIRLS' SECONDARY SCHOOL,S.4281,Mwanza,Ukerewe Dc,Secondary,government
JOSHUA SECONDARY SCHOOL,S.4286,Coast,Mkuranga Dc,Secondary,government
KATOKE-LWERU SECONDARY SCHOOL,S.4294,Mara,Tarime Dc,Secondary,government
LUSAHUNGA SECONDARY SCHOOL,S.4319,Morogoro,Kilosa Dc,Secondary,government
DR ASHA ROSE MIGIRO SECONDARY SCHOOL,S.4334,Morogoro,Kilosa Dc,Secondary,government
GIRANGO SECONDARY SCHOOL,S.4340,Morogoro,Kilosa Dc,Secondary,government
GENDA SECONDARY SCHOOL,S.4351,Morogoro,Kilosa Dc,Secondary,government
RHEC SECONDARY SCHOOL,S.4363,Morogoro,Kilosa Dc,Secondary,government
ILEMELA ISLAMIC SEMINARY,S.4400,Coast,Chalinze Dc,Secondary,government
MAHEZANGULU MAKAMBA SECONDARY SCHOOL,S.4402,Tanga,Kilindi Dc,Secondary,government
ST. AMEDEUS SECONDARY SCHOOL,S.4405,Njombe,Njombe Tc,Secondary,government
KHATAMUL ANBIYAA BOYS' SEMINARY,S.4411,Coast,Kisarawe Dc,Secondary,government
RUVU REMIT SECONDARY SCHOOL,S.4420,Tanga,Kilindi Dc,Secondary,government
ST. FRANCIS XAVIER SECONDARY SCHOOL,S.4423,Tanga,Kilindi Dc,Secondary,government
MKULO DAY SECONDARY SCHOOL,S.4438,Morogoro,Morogoro Dc,Secondary,government
SENGEREMA ISLAMIC SECONDARY SCHOOL,S.4445,Tanga,Kilindi Dc,Secondary,government
LUTHER GIRLS' SECONDARY SCHOOL,S.4446,Tanga,Kilindi Dc,Secondary,government
NANKANGA SECONDARY SCHOOL,S.4454,Tanga,Kilindi Dc,Secondary,government
ST. JUDE'S SECONDARY SCHOOL,S.4459,Tanga,Kilindi Dc,Secondary,government
SONI ISLAMIC SEMINARY,S.4462,Tanga,Kilindi Dc,Secondary,government
QUEEN MARY'S SECONDARY SCHOOL,S.4465,Shinyanga,Shinyanga Dc,Secondary,government
D'ALZON GIRLS' SECONDARY SCHOOL,S.4466,Tanga,Kilindi Dc,Secondary,government
ST. JOSEPH SOGA BOYS' SECONDARY SCHOOL,S.4467,Tanga,Kilindi Dc,Secondary,government
GOD'S BRIDGE SECONDARY SCHOOL,S.4472,Tanga,Kilindi Dc,Secondary,government
TANGA DON BOSCO TECHNICAL SECONDARY SCHOOL,S.4474,Tanga,Kilindi Dc,Secondary,government
ST. ANN'S SECONDARY SCHOOL,S.4479,Mtwara,Nanyumbu Dc,Secondary,government
MBEZA SECONDARY SCHOOL,S.4490,Kigoma,Uvinza Dc,Secondary,government
MTAZAMO SECONDARY SCHOOL,S.4494,Tanga,Kilindi Dc,Secondary,government
MALINDINDO SECONDARY SCHOOL,S.4495,Tanga,Kilindi Dc,Secondary,government
AFRICAN TABATA SECONDARY SCHOOL,S.4502,Kigoma,Buhigwe Dc,Secondary,government
MILLES WHITE MAPATANO SECONDARY SCHOOL,S.4503,Mwanza,Kwimba Dc,Secondary,government
EDEN SECONDARY SCHOOL,S.4504,Mwanza,Sengerema Dc,Secondary,government
HAYDARER SECONDARY SCHOOL,S.4507,Mwanza,Sengerema Dc,Secondary,government
ORKEESWA SECONDARY SCHOOL,S.4514,Mwanza,Sengerema Dc,Secondary,government
ST. ACHILLEUS KIWANUKA KIJWIRE SECONDARY SCHOOL,S.4515,Kagera,Kyerwa Dc,Secondary,government
ST. JAMES KIGOMA SECONDARY SCHOOL,S.4516,Kagera,Kyerwa Dc,Secondary,government
HIGHVIEW SECONDARY SCHOOL,S.4518,Mwanza,Sengerema Dc,Secondary,government
KWEMKABARA SECONDARY SCHOOL,S.4520,Mbeya,Chunya Dc,Secondary,government
MKULUMUZI SECONDARY SCHOOL,S.4523,Mwanza,Sengerema Dc,Secondary,government
SISTER'S OF USHIRIKA WA NEEMA SECONDARY SCHOOL,S.4538,Mwanza,Sengerema Dc,Secondary,government
BRILLIANT SECONDARY SCHOOL,S.4543,Mwanza,Sengerema Dc,Secondary,government
MBWAWA LUTHERAN SECONDARY SCHOOL,S.4545,Mwanza,Sengerema Dc,Secondary,government
MURUGWANZA SECONDARY SCHOOL,S.4547,Ruvuma,Tunduru Dc,Secondary,government
AGNES TRUST SECONDARY SCHOOL,S.4552,Mwanza,Sengerema Dc,Secondary,government
HENRY GOGARTY SECONDARY SCHOOL,S.4554,Mwanza,Sengerema Dc,Secondary,government
ST. CLARA SECONDARY SCHOOL,S.4556,Arusha,Arusha Cc,Secondary,government
MWAKIPANGA SECONDARY SCHOOL,S.4562,Mwanza,Sengerema Dc,Secondary,government
PADRE PIO SECONDARY SCHOOL,S.4564,Lindi,Liwale Dc,Secondary,government
GILI SECONDARY SCHOOL,S.4565,Mwanza,Sengerema Dc,Secondary,government
SACRED HEART SECONDARY SCHOOL,S.4567,Mwanza,Sengerema Dc,Secondary,government
ROYAL SECONDARY SCHOOL,S.4568,Mwanza,Sengerema Dc,Secondary,government
ST. MARIE EUGENIE SECONDARY SCHOOL,S.4569,Arusha,Arusha Dc,Secondary,government
IPWAGA SECONDARY SCHOOL,S.4572,Morogoro,Kilombero Dc,Secondary,government
MESSA SECONDARY SCHOOL,S.4575,Manyara,Hanang Dc,Secondary,government
PAROMA SECONDARY SCHOOL,S.4576,Mara,Tarime Tc,Secondary,government
KIMWA GIRLS' ISLAMIC SEMINARY,S.4591,Mwanza,Buchosa Dc,Secondary,government
DAR ES SALAAM ISLAMIC SECONDARY SCHOOL,S.4592,Mwanza,Buchosa Dc,Secondary,government
ITULAHUMBA SECONDARY SCHOOL,S.4593,Mwanza,Sengerema Dc,Secondary,government
ST. FRANCIS OF ASSISI GIRLS' SECONDARY SCHOOL,S.4601,Dodoma,Chamwino Dc,Secondary,government
STEVEN KIBONA SECONDARY SCHOOL,S.4602,Dodoma,Chamwino Dc,Secondary,government
BAMA SECONDARY SCHOOL,S.4608,Mwanza,Ilemela Mc,Secondary,government
KINANGA SECONDARY SCHOOL,S.4610,Dodoma,Chamwino Dc,Secondary,government
KINZUDI SECONDARY SCHOOL,S.4612,Dodoma,Chamwino Dc,Secondary,government
CALL AND VISION SECONDARY SCHOOL,S.4619,Dodoma,Chamwino Dc,Secondary,government
HERRING CHRISTIAN SECONDARY SCHOOL,S.4620,Dodoma,Chamwino Dc,Secondary,government
ST. LUKE SECONDARY SCHOOL,S.4622,Dodoma,Chamwino Dc,Secondary,government
ST. JAMES KILOLO SECONDARY SCHOOL,S.4623,Dodoma,Chamwino Dc,Secondary,government
PREMIER GIRLS' SECONDARY SCHOOL,S.4624,Dodoma,Chamwino Dc,Secondary,government
JIFUNZENI SECONDARY SCHOOL,S.4628,Dodoma,Chamwino Dc,Secondary,government
KAIZIREGE SECONDARY SCHOOL,S.4631,Dodoma,Chamwino Dc,Secondary,government
SINAI SECONDARY SCHOOL,S.4633,Dodoma,Chamwino Dc,Secondary,government
ANGEL HOUSE SECONDARY SCHOOL,S.4638,Dodoma,Chamwino Dc,Secondary,government
ALLIANCE BOYS' SECONDARY SCHOOL,S.4645,Tanga,Bumbuli Dc,Secondary,government
ST. THADEUS SECONDARY SCHOOL,S.4648,Manyara,Kiteto Dc,Secondary,government
GREENLIGHT SECONDARY SCHOOL,S.4657,Dodoma,Chamwino Dc,Secondary,government
SAKAMBONA SECONDARY SCHOOL,S.4658,Mara,Rorya Dc,Secondary,government
KAJUMULO ALEXANDER GIRLS' SECONDARY SCHOOL,S.4661,Singida,Mkalama Dc,Secondary,government
SKILLPATH SECONDARY SCHOOL,S.4665,Dodoma,Chamwino Dc,Secondary,government
WESTERN TANGANYIKA SECONDARY SCHOOL,S.4673,Dodoma,Chamwino Dc,Secondary,government
HOJA SECONDARY SCHOOL,S.4675,Dodoma,Chamwino Dc,Secondary,government
CHIWALE DAY SECONDARY SCHOOL,S.4676,Dodoma,Chamwino Dc,Secondary,government
MWEDO GIRLS' SECONDARY SCHOOL,S.4678,Arusha,Meru Dc,Secondary,government
TIMBOLO BAPTIST SECONDARY SCHOOL,S.4685,Njombe,Njombe Dc,Secondary,government
PELAZIA SECONDARY SCHOOL,S.4696,Dodoma,Chamwino Dc,Secondary,government
KILINDI SECONDARY SCHOOL,S.4697,Dodoma,Chamwino Dc,Secondary,government
LOUIS MONTFORT SECONDARY SCHOOL,S.4700,Arusha,Arusha Dc,Secondary,government
FRAY LUIS AMIGO SECONDARY SCHOOL,S.4705,Kagera,Muleba Dc,Secondary,government
FAMGI SECONDARY SCHOOL,S.4706,Kagera,Muleba Dc,Secondary,government
LA MIRIAM SECONDARY SCHOOL,S.4709,Kagera,Muleba Dc,Secondary,government
ST. ALOIS SECONDARY SCHOOL,S.4719,Coast,Chalinze Dc,Secondary,government
KIGONSERA CATECHISTS SECONDARY SCHOOL,S.4722,Kagera,Muleba Dc,Secondary,government
ST. MARGARET MARIA ALAKOK GIRLS'' SECONDARY SCHOOL,S.4733,Mtwara,Mtwara Mc,Secondary,government
SULLIVAN PROVOST BOYS' SECONDARY SCHOOL,S.4739,Kagera,Muleba Dc,Secondary,government
ST. STEPHEN BOYS' SECONDARY SCHOOL,S.4740,Kagera,Muleba Dc,Secondary,government
DIPLOMAT SECONDARY SCHOOL,S.4741,Mara,Tarime Dc,Secondary,government
CHAMAZI MIFE SECONDARY SCHOOL,S.4747,Kagera,Muleba Dc,Secondary,government
KING'S VISION SECONDARY SCHOOL,S.4748,Dodoma,Chamwino Dc,Secondary,government
UNAMBWE SECONDARY SCHOOL,S.4758,Kagera,Muleba Dc,Secondary,government
HEBRON SECONDARY SCHOOL,S.4759,Dodoma,Dodoma Cc,Secondary,government
KABWOBA SECONDARY SCHOOL,S.4764,Kagera,Muleba Dc,Secondary,government
ST. PETER'S SECONDARY SCHOOL,S.4766,Kagera,Muleba Dc,Secondary,government
ST. CECILIA SECONDARY SCHOOL,S.4769,Kagera,Muleba Dc,Secondary,government
APEX SECONDARY SCHOOL,S.4771,Coast,Kibaha Tc,Secondary,government
OASIS SECONDARY SCHOOL,S.4787,Morogoro,Morogoro Dc,Secondary,government
LYANIKA SECONDARY SCHOOL,S.4795,Kagera,Muleba Dc,Secondary,government
ST. CLARE BIHARAMULO GIRLS' SECONDARY SCHOOL,S.4796,Mbeya,Mbarali Dc,Secondary,government
FARAJASIHA SECONDARY SCHOOL,S.4797,Mara,Bunda Dc,Secondary,government
MTWARA ISLAMIC SECONDARY SCHOOL,S.4799,Kagera,Muleba Dc,Secondary,government
NDYUDA SECONDARY SCHOOL,S.4803,Geita,Geita Dc,Secondary,government
UNBERKANT SECONDARY SCHOOL,S.4804,Geita,Geita Dc,Secondary,government
EMBEKO SECONDARY SCHOOL,S.4808,Geita,Geita Dc,Secondary,government
MAGABA SECONDARY SCHOOL,S.4810,Geita,Geita Dc,Secondary,government
BIDII SECONDARY SCHOOL,S.4811,Geita,Geita Dc,Secondary,government
ST. PETER CLAVER HIGH SCHOOL,S.4827,Geita,Geita Dc,Secondary,government
GILGAL SECONDARY SCHOOL,S.4828,Geita,Geita Dc,Secondary,government
GEITA ISLAMIC SEMINARY,S.4829,Geita,Geita Dc,Secondary,government
WEST SERENGETI SECONDARY SCHOOL,S.4830,Geita,Geita Dc,Secondary,government
ALLIANCE GIRLS' SECONDARY SCHOOL,S.4836,Geita,Geita Dc,Secondary,government
AKILIMALI SECONDARY SCHOOL,S.4844,Geita,Geita Dc,Secondary,government
MTETEMELA SECONDARY SCHOOL,S.4846,Kigoma,Kigoma Dc,Secondary,government
PEACE LAND SECONDARY SCHOOL,S.4847,Kigoma,Kigoma Dc,Secondary,government
AFRICAN RAINBOW SECONDARY SCHOOL,S.4848,Geita,Geita Dc,Secondary,government
GEITA ADVENTIST SECONDARY SCHOOL,S.4854,Arusha,Arusha Dc,Secondary,government
TWIHULUMILE SECONDARY SCHOOL,S.4856,Geita,Geita Dc,Secondary,government
ST. THOMAS NYABULA SECONDARY SCHOOL,S.4860,Mwanza,Ukerewe Dc,Secondary,government
GOMBE HIGH SCHOOL,S.4862,Geita,Geita Dc,Secondary,government
KERITH BROOK SECONDARY SCHOOL,S.4864,Geita,Geita Dc,Secondary,government
KITUNGWA SECONDARY SCHOOL,S.4867,Geita,Geita Dc,Secondary,government
SUNLIGHT SECONDARY SCHOOL,S.4871,Geita,Geita Dc,Secondary,government
HAYATUL ISLAMIYA SECONDARY SCHOOL,S.4875,Geita,Geita Dc,Secondary,government
KASSINGA SECONDARY SCHOOL,S.4877,Katavi,Mpanda Dc,Secondary,government
IYULA MALAIKA SECONDARY SCHOOL,S.4880,Geita,Geita Dc,Secondary,government
KIZUMBA SECONDARY SCHOOL,S.4884,Geita,Geita Dc,Secondary,government
RIGHTEOUS SECONDARY SCHOOL,S.4891,Geita,Geita Dc,Secondary,government
CANAAN SECONDARY SCHOOL,S.4894,Geita,Geita Dc,Secondary,government
MKUZA GIRLS' SECONDARY SCHOOL,S.4900,Dodoma,Kongwa Dc,Secondary,government
MUFINDI GIRLS' SECONDARY SCHOOL,S.4905,Mara,Tarime Dc,Secondary,government
DON BOSCO SECONDARY SCHOOL,S.4906,Mara,Tarime Dc,Secondary,government
KWAUSO SECONDARY SCHOOL,S.4908,Mara,Tarime Dc,Secondary,government
FAITH SECONDARY SCHOOL,S.4916,Mara,Tarime Dc,Secondary,government
WATU SECONDARY SCHOOL,S.4922,Mara,Tarime Dc,Secondary,government
SHEPHERDS SECONDARY SCHOOL,S.4923,Mara,Tarime Dc,Secondary,government
LIVING STONE BOYS' SEMINARY,S.4928,Mara,Tarime Dc,Secondary,government
BUHONGWA ISLAMIC SECONDARY SCHOOL,S.4932,Mara,Tarime Dc,Secondary,government
MGUTWA SECONDARY SCHOOL,S.4933,Mara,Tarime Dc,Secondary,government
CHAMBOGO SECONDARY SCHOOL,S.4935,Morogoro,Gairo Dc,Secondary,government
SERENGETI NURU SECONDARY SCHOOL,S.4937,Mara,Tarime Dc,Secondary,government
CENTENNIAL CHRISTIAN SEMINARY,S.4939,Shinyanga,Ushetu Dc,Secondary,government
EMARA HIGHLAND SECONDARY SCHOOL,S.4944,Mara,Tarime Dc,Secondary,government
LONGA SECONDARY SCHOOL,S.4947,Mara,Tarime Dc,Secondary,government
BUKIMAU SECONDARY SCHOOL,S.4948,Mara,Tarime Dc,Secondary,government
KATUNDA SECONDARY SCHOOL,S.4949,Mara,Tarime Dc,Secondary,government
KAZOVU SECONDARY SCHOOL,S.4950,Mara,Tarime Dc,Secondary,government
MTINYAKI SECONDARY SCHOOL,S.4951,Geita,Nyanghwale Dc,Secondary,government
MPEPO SECONDARY SCHOOL,S.4952,Mara,Tarime Dc,Secondary,government
MTONI MORO SECONDARY SCHOOL,S.4961,Mara,Tarime Dc,Secondary,government
BISHOP NICODEMUS HHANDO SECONDARY SCHOOL,S.4962,Mara,Tarime Dc,Secondary,government
HERITAGE SECONDARY SCHOOL,S.4964,Dar Es Salaam,Ubungo Mc,Secondary,government
CHRIST THE KING NYANTAKUBWA SECONDARY SCHOOL,S.4965,Mara,Tarime Dc,Secondary,government
ST. ALOYSIUS GIRLS' SECONDARY SCHOOL,S.4967,Manyara,Mbulu Tc,Secondary,government
ST. FRANCIS DE SALES MISSION SECONDARY SCHOOL,S.4968,Mara,Tarime Dc,Secondary,government
QUEEN OF PEACE SECONDARY SCHOOL,S.4969,Mara,Tarime Dc,Secondary,government
ARUSHA CITY BOYS' SECONDARY SCHOOL,S.4981,Mara,Tarime Dc,Secondary,government
PROSPERITY SECONDARY SCHOOL,S.4982,Mara,Tarime Dc,Secondary,government
GOLDEN SECONDARY SCHOOL,S.4986,Mara,Tarime Dc,Secondary,government
DAARUL-ARQAM ISLAMIC SECONDARY SCHOOL,S.4988,Mbeya,Rungwe Dc,Secondary,government
ST. JOSEPH MBUBA SECONDARY SCHOOL,S.4992,Morogoro,Gairo Dc,Secondary,government
RODAN SECONDARY SCHOOL,S.4993,Morogoro,Gairo Dc,Secondary,government
EDEN VALLEY SECONDARY SCHOOL,S.4994,Mara,Tarime Dc,Secondary,government
THE LORD'S HILL SECONDARY SCHOOL,S.4995,Mara,Tarime Dc,Secondary,government
WAMA-NAKAYAMA SECONDARY SCHOOL,S.5000,Songwe,Tunduma Tc,Secondary,government
ABETI SECONDARY SCHOOL,S.5001,Songwe,Tunduma Tc,Secondary,government
ST. MONTFORT SECONDARY SCHOOL,S.5002,Songwe,Tunduma Tc,Secondary,government
ELULI SECONDARY SCHOOL,S.5003,Songwe,Tunduma Tc,Secondary,government
STEVEN SECONDARY SCHOOL,S.5004,Kigoma,Kasulu Tc,Secondary,government
KINGCOLLINS SECONDARY SCHOOL,S.5005,Songwe,Tunduma Tc,Secondary,government
WILLIAM'S SECONDARY SCHOOL,S.5012,Songwe,Tunduma Tc,Secondary,government
PADUCAH HILL SECONDARY SCHOOL,S.5014,Songwe,Tunduma Tc,Secondary,government
FPCT-USHINDI SECONDARY SCHOOL,S.5019,Songwe,Tunduma Tc,Secondary,government
KORONGWE BEACH SECONDARY SCHOOL,S.5020,Songwe,Tunduma Tc,Secondary,government
ST. RITA OF CASSIA SECONDARY SCHOOL,S.5022,Songwe,Tunduma Tc,Secondary,government
KEIFO SECONDARY SCHOOL,S.5025,Arusha,Meru Dc,Secondary,government
ADONAI SECONDARY SCHOOL,S.5026,Songwe,Tunduma Tc,Secondary,government
MUGINI SECONDARY SCHOOL,S.5027,Songwe,Tunduma Tc,Secondary,government
PEHISCO SECONDARY SCHOOL,S.5029,Manyara,Kiteto Dc,Secondary,government
ARUSHA ISLAMIC BOYS' SECONDARY SCHOOL,S.5030,Songwe,Tunduma Tc,Secondary,government
ARUSHA ISLAMIC GIRLS' SECONDARY SCHOOL,S.5031,Mara,Tarime Dc,Secondary,government
UCHIRA GIRLS' ISLAMIC SECONDARY SCHOOL,S.5032,Songwe,Tunduma Tc,Secondary,government
KONDOA ISLAMIC SECONDARY SCHOOL,S.5033,Mwanza,Magu Dc,Secondary,government
MAVUNO GIRLS' SECONDARY SCHOOL,S.5035,Dar Es Salaam,Ilala Mc,Secondary,government
MWL. TUTUBA SECONDARY SCHOOL,S.5038,Songwe,Tunduma Tc,Secondary,government
MUNGUBARIKI SECONDARY SCHOOL,S.5042,Mara,Serengeti Dc,Secondary,government
KILWA ISLAMIC SECONDARY SCHOOL,S.5044,Songwe,Tunduma Tc,Secondary,government
QUEEN ESTHER GIRLS' SECONDARY SCHOOL,S.5049,Songwe,Tunduma Tc,Secondary,government
SANTAKAGWA SECONDARY SCHOOL,S.5053,Iringa,Kilolo Dc,Secondary,government
SEGA GIRLS' SECONDARY SCHOOL,S.5054,Iringa,Kilolo Dc,Secondary,government
ELISHADAI HOLILI SECONDARY SCHOOL,S.5056,Coast,Kisarawe Dc,Secondary,government
AL HIJRA ISLAMIC SECONDARY SCHOOL,S.5058,Songwe,Tunduma Tc,Secondary,government
ST. JOSEPH-IPOGOLO SECONDARY SCHOOL,S.5061,Songwe,Tunduma Tc,Secondary,government
AMKA SECONDARY SCHOOL,S.5065,Simiyu,Busega Dc,Secondary,government
HANDENI ISLAMIC SECONDARY SCHOOL,S.5071,Songwe,Tunduma Tc,Secondary,government
MIKIGA SECONDARY SCHOOL,S.5077,Songwe,Tunduma Tc,Secondary,government
BIGABIRO SECONDARY SCHOOL,S.5078,Mbeya,Rungwe Dc,Secondary,government
AHMADIYYA SECONDARY SCHOOL,S.5081,Arusha,Meru Dc,Secondary,government
PATMOS SECONDARY SCHOOL,S.5083,Songwe,Tunduma Tc,Secondary,government
KIDO ISLAMIC SEMINARY,S.5085,Songwe,Tunduma Tc,Secondary,government
SWAFAA ISLAMIC SEMINARY,S.5086,Songwe,Tunduma Tc,Secondary,government
MPANZI SECONDARY SCHOOL,S.5091,Songwe,Tunduma Tc,Secondary,government
SICHOWE SECONDARY SCHOOL,S.5092,Songwe,Tunduma Tc,Secondary,government
ALCP KILASARA SECONDARY SCHOOL,S.5097,Songwe,Tunduma Tc,Secondary,government
CALFONIA HILLS SECONDARY SCHOOL,S.5103,Arusha,Arusha Cc,Secondary,government
UMAWANJO BOYS' SECONDARY SCHOOL,S.5105,Ruvuma,Nyasa Dc,Secondary,government
COLLEGINE GIRLS' SECONDARY SCHOOL,S.5107,Mara,Serengeti Dc,Secondary,government
MAHENDE SECONDARY SCHOOL,S.5108,Mara,Serengeti Dc,Secondary,government
THE VOICE SECONDARY SCHOOL,S.5112,Mara,Serengeti Dc,Secondary,government
ST. FRANCIS OF ASSISI SECONDARY SCHOOL,S.5113,Dodoma,Kondoa Dc,Secondary,government
MARIST BOYS' SECONDARY SCHOOL,S.5117,Manyara,Simanjiro Dc,Secondary,government
EASTERN STAR SECONDARY SCHOOL,S.5118,Arusha,Meru Dc,Secondary,government
HOPE AND JOY SECONDARY SCHOOL,S.5121,Manyara,Babati Dc,Secondary,government
WAJA GIRLS' SECONDARY SCHOOL,S.5122,Manyara,Babati Tc,Secondary,government
LUGHANO SECONDARY SCHOOL,S.5123,Mbeya,Mbeya Dc,Secondary,government
ST. MAXIMILLIAN SECONDARY SCHOOL,S.5124,Mbeya,Mbeya Dc,Secondary,government
SINAI PUMA JUNIOR SEMINARY,S.5127,Manyara,Mbulu Tc,Secondary,government
OSWE SECONDARY SCHOOL,S.5128,Geita,Bukombe Dc,Secondary,government
SHAMSIYE BOYS' SECONDARY SCHOOL,S.5130,Arusha,Karatu Dc,Secondary,government
KAMEYA SECONDARY SCHOOL,S.5131,Arusha,Karatu Dc,Secondary,government
AL-HIKMA BOYS SECONDARY SCHOOL,S.5133,Mara,Serengeti Dc,Secondary,government
ST. MONICA CATHOLIC SEMINARY,S.5137,Kigoma,Buhigwe Dc,Secondary,government
ST. THERESE MIBIKIMITALI SECONDARY SCHOOL,S.5141,Coast,Kibiti Dc,Secondary,government
ARISTOTLE SECONDARY SCHOOL,S.5144,Tabora,Urambo Dc,Secondary,government
ARISE SECONDARY SCHOOL,S.5146,Dar Es Salaam,Temeke Mc,Secondary,government
CHALINZE ISLAMIC SEMINARY,S.5147,Mara,Serengeti Dc,Secondary,government
MWAJI SECONDARY SCHOOL,S.5148,Mara,Serengeti Dc,Secondary,government
BRIGHT FUTURE GIRLS' SECONDARY SCHOOL,S.5154,Tabora,Nzega Tc,Secondary,government
DAORA SECONDARY SCHOOL,S.5155,Dar Es Salaam,Ubungo Mc,Secondary,government
NYARUBAMBA SECONDARY SCHOOL,S.5158,Dar Es Salaam,Ubungo Mc,Secondary,government
SUMA ENGIKARETH SECONDARY SCHOOL,S.5159,Ruvuma,Mbinga Dc,Secondary,government
AL-SAFA SECONDARY SCHOOL,S.5160,Mara,Serengeti Dc,Secondary,government
KWEMA MODERN SECONDARY SCHOOL,S.5163,Tabora,Kaliua Dc,Secondary,government
ST. MARCUS SECONDARY SCHOOL,S.5164,Tabora,Kaliua Dc,Secondary,government
ST. JOHN PAUL II SEMINARY,S.5166,Tabora,Kaliua Dc,Secondary,government
MOUNT MORIE SECONDARY SCHOOL,S.5168,Mara,Serengeti Dc,Secondary,government
ST. CATHERINE SECONDARY SCHOOL,S.5174,Dar Es Salaam,Kinondoni Mc,Secondary,government
COMPASSION SECONDARY SCHOOL,S.5177,Kilimanjaro,Same Dc,Secondary,government
ELIMIKA SECONDARY SCHOOL,S.5178,Mwanza,Buchosa Dc,Secondary,government
JAFFERY BUKOBA SECONDARY SCHOOL,S.5180,Mwanza,Buchosa Dc,Secondary,government
ST. AUGUSTINE TAGASTE SECONDARY SCHOOL,S.5184,Morogoro,Gairo Dc,Secondary,government
NJELELA SECONDARY SCHOOL,S.5188,Tanga,Bumbuli Dc,Secondary,government
ROMAN BOYS' SECONDARY SCHOOL,S.5189,Tanga,Bumbuli Dc,Secondary,government
BREAD OF LIFE SECONDARY SCHOOL,S.5190,Mara,Serengeti Dc,Secondary,government
A.I.C.T KATUNGURU CHRISTIAN SEMINARY,S.5191,Mara,Rorya Dc,Secondary,government
ARCH-BISHOP MAYALA GIRLS' SECONDARY SCHOOL,S.5192,Songwe,Momba Dc,Secondary,government
GOLDEN GATE SECONDARY SCHOOL,S.5195,Mara,Rorya Dc,Secondary,government
GREEN CITY SECONDARY SCHOOL,S.5196,Geita,Nyanghwale Dc,Secondary,government
BETHANY GIRLS' SECONDARY SCHOOL,S.5200,Coast,Mkuranga Dc,Secondary,government
ST. JOSEPH BOYS' SCIENCE SECONDARY SCHOOL,S.5201,Tabora,Tabora Dc,Secondary,government
PETER KATWIGA SECONDARY SCHOOL,S.5205,Shinyanga,Shinyanga Dc,Secondary,government
JOSEPH AND MARY SECONDARY SCHOOL,S.5207,Geita,Geita Dc,Secondary,government
JOSEPHINE GIRLS' SECONDARY SCHOOL,S.5208,Geita,Geita Dc,Secondary,government
ST. CLARA MLALI GIRLS' SECONDARY SCHOOL,S.5209,Geita,Geita Dc,Secondary,government
ST. JOACHIM BOYS' SECONDARY SCHOOL,S.5213,Mara,Musoma Dc,Secondary,government
AL-AZHARY SECONDARY SCHOOL,S.5216,Mwanza,Ilemela Mc,Secondary,government
NTUMBE SECONDARY SCHOOL,S.5217,Mtwara,Mtwara Dc,Secondary,government
MKEHA SECONDARY SCHOOL,S.5219,Geita,Geita Dc,Secondary,government
LIPAYA SECONDARY SCHOOL,S.5220,Mtwara,Nanyumbu Dc,Secondary,government
BISHOP MCHONDE SECONDARY SCHOOL,S.5221,Dar Es Salaam,Kinondoni Mc,Secondary,government
